Inspection_ID,Establishment_ID,Name,Inspection_Date,Inspection_Type,Inspector_ID,Priority_Violations,Foundation_Violations,Core_Violations,Total_Corrected_Priority___Foun,In_Compliance,ObjectId
43223,5228,All Star Fish & Seafood Inc.,2018/08/23 00:00:00+00,Routine Inspection,112,2,1,1,,No,4394
43245,318,Cadieux Cafe,2018/08/23 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4395
43417,2458,Subway #24814,2018/09/18 00:00:00+00,Routine Inspection,112,1,0,0,,Yes,4396
43416,4134,Subway #47233,2018/09/18 00:00:00+00,Routine Inspection,112,1,3,1,,Yes,4397
43542,4091,University Prep Academy Middle School,2018/09/18 00:00:00+00,Routine Inspection,114,0,1,0,,Yes,4398
43543,3909,University Prep Math/Science 90/90,2018/09/18 00:00:00+00,Routine Inspection,114,0,0,3,,Yes,4399
43413,4305,Club Armane,2018/09/17 00:00:00+00,Routine Inspection,126,0,0,4,,Yes,4400
42804,1043,Ted's Cafe DBA The Baltimore,2018/07/05 00:00:00+00,Routine Inspection,95,0,0,2,,Yes,4401
42847,4321,Texas De Brazil,2018/07/05 00:00:00+00,Routine Inspection,131,0,5,5,,No,4402
42790,802,Tommy T's Pub,2018/07/05 00:00:00+00,Routine Inspection,128,1,3,1,,No,4403
42791,4839,Asian Corned Beef,2018/07/03 00:00:00+00,Routine Inspection,127,1,3,1,,No,4404
42808,1475,Burger King #6369,2018/07/03 00:00:00+00,Routine Inspection,112,0,0,4,,Yes,4405
42796,5221,Captain Jay's #119,2018/07/03 00:00:00+00,Routine Inspection,127,0,5,3,,No,4406
42776,4191,Captain Jay's Fish & Chicken #108,2018/07/03 00:00:00+00,Routine Inspection,126,0,2,2,,Yes,4407
43190,5235,Hook Fresh Fish & Chicken LLC,2018/06/28 00:00:00+00,Routine Inspection,131,0,2,4,,Yes,4408
42788,4482,Checkers,2018/07/03 00:00:00+00,Routine Inspection,128,0,0,2,,Yes,4409
42742,51622697,Chili Mustard Onions,2018/07/03 00:00:00+00,Plan Review/Final/Ap,133,0,1,3,,Yes,4410
42822,2402,China House,2018/07/03 00:00:00+00,Routine Inspection,128,1,0,0,,Yes,4411
42671,3478,Joy Preparatory Academy - Dexter Campus,2018/06/28 00:00:00+00,Routine Inspection,95,0,1,0,,No,4412
43267,1146,Church's Fried Chicken #855,2018/07/03 00:00:00+00,Routine Inspection,131,3,1,2,,No,4413
42710,5176,Mary's Grill #2,2018/06/28 00:00:00+00,Routine Inspection,112,3,1,2,,Yes,4414
43389,51622811,Avalon International Breads,2018/07/25 00:00:00+00,Routine Inspection,87,0,1,4,,Yes,4415
42745,5319,Cranks,2018/07/03 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,4416
42708,51622798,MGM Grand Casino Concierge Lounge,2018/06/28 00:00:00+00,Routine Inspection,124,1,0,0,,Yes,4417
45157,5140,Basement Burger Bar,2018/07/25 00:00:00+00,Routine Inspection,131,3,2,2,,Yes,4418
42775,5046,Detroit Soul,2018/07/03 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,4419
42707,51622799,MGM Grand Casino Top Golf,2018/06/28 00:00:00+00,Routine Inspection,124,1,2,0,,Yes,4420
42974,51622771,Clementina Cocina & Libaciones- Bar,2018/07/25 00:00:00+00,Routine Inspection,124,0,1,0,,Yes,4421
42744,3859,Fastbreak Donut (Detroit Donut),2018/07/03 00:00:00+00,Routine Inspection,124,3,2,2,,No,4422
43189,5274,Moma Shirley's Soul Food,2018/06/28 00:00:00+00,Routine Inspection,131,0,0,2,,Yes,4423
42975,51622773,Clementina Cocina & Libaciones- Mobile,2018/07/25 00:00:00+00,Routine Inspection,124,1,0,2,,Yes,4424
43265,286,Jerry's Pizza & B-B-Q Inc.,2018/07/03 00:00:00+00,Routine Inspection,131,2,3,6,,Yes,4425
42746,4389,Snake Bites,2018/06/28 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4426
45180,4631,Cottage Inn Pizza,2018/07/25 00:00:00+00,Routine Inspection,131,1,0,4,,Yes,4427
42774,2129,Kwicky Bar,2018/07/03 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,4428
42767,4616,Socra Tea LLC,2018/06/28 00:00:00+00,Routine Inspection,114,0,1,1,,Yes,4429
43008,3907,D Town Fish & Soul Food,2018/07/25 00:00:00+00,Routine Inspection,127,1,2,4,,No,4430
42807,1869,Little Caesar's Pizza #24,2018/07/03 00:00:00+00,Routine Inspection,112,1,0,1,,Yes,4431
42769,4345,The Magic Stick/Alley Deck,2018/06/28 00:00:00+00,Routine Inspection,114,1,0,4,,Yes,4432
43159,2224,El Asador,2018/07/25 00:00:00+00,Routine Inspection,128,2,3,1,,No,4433
43266,3426,Manhattan Fish & Chicken,2018/07/03 00:00:00+00,Routine Inspection,131,2,3,2,,Yes,4434
42723,684,Universal Coney Island,2018/06/28 00:00:00+00,Routine Inspection,87,0,2,1,,Yes,4435
43292,2647,Captain Jay's Fish & Chicken #101,2018/08/23 00:00:00+00,Complaint,112,1,0,0,,Yes,4436
43032,51622644,Coop,2018/07/10 00:00:00+00,Preopening/New,122,0,0,2,,Yes,4437
43138,4170,New Center Park,2018/08/11 00:00:00+00,Routine Inspection,114,0,0,2,,Yes,4438
42908,51622728,Good Krispy Fish & Chicken,2018/07/18 00:00:00+00,Routine Inspection,87,0,1,1,,Yes,4439
42972,2048,Elwood Bar & Grill,2018/07/25 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4440
45179,2728,Hard Rock Cafe,2018/07/25 00:00:00+00,Routine Inspection,131,1,1,5,,Yes,4441
45154,1403,Pizza Papalis Taverna,2018/07/25 00:00:00+00,Routine Inspection,131,3,3,5,,No,4442
43011,738,Roseland Bar & Grill,2018/07/25 00:00:00+00,Routine Inspection,127,0,2,1,,Yes,4443
42973,322,"Twentieth Century Club, (Gem Theatre)",2018/07/25 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4444
43723,4629,Athens Souvlaki ,2018/07/24 00:00:00+00,Complaint,124,1,0,0,,Yes,4445
43300,371,Detroit #1 Coney Island,2018/07/24 00:00:00+00,Complaint,124,0,0,2,,Yes,4446
42968,1737,Genesis House III (EAST),2018/07/24 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4447
42989,3484,Guzman's Commissary,2018/07/24 00:00:00+00,Routine Inspection,128,0,2,2,,Yes,4448
43012,601,North Rosedale Park Civic Association,2018/07/24 00:00:00+00,Routine Inspection,127,0,0,1,,Yes,4449
42981,261,Park-Joy Bar,2018/07/24 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,4450
42965,2049,Popeye's Chicken & Biscuits,2018/07/24 00:00:00+00,Complaint,126,2,1,15,,Yes,4451
42971,4779,Potbelly Sandwich Shop,2018/07/24 00:00:00+00,Routine Inspection,124,1,0,3,,Yes,4452
43006,1003,T & J Coney Island,2018/07/24 00:00:00+00,Routine Inspection,127,2,2,0,,Yes,4453
43769,5079,Diversified Members Credit Union,2018/07/23 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,4454
42966,3893,Northeast Guidance Center,2018/07/23 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4455
42961,5043,Grandys Coney Island,2018/07/20 00:00:00+00,Routine Inspection,126,1,1,1,,Yes,4456
45047,4906,"Jose's Tacos, LLC",2018/07/20 00:00:00+00,Routine Inspection,131,0,2,5,,Yes,4457
45049,1111,Nathan's Deli,2018/07/20 00:00:00+00,Routine Inspection,131,2,1,2,,No,4458
42954,5419,Press Room Cafe,2018/07/20 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,4459
42960,2620,The Aretha Franklin Amphiteatre,2018/07/20 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4460
43020,1911,United Grill ,2018/07/20 00:00:00+00,Routine Inspection,126,2,0,2,,Yes,4461
42987,642,Xochimilco Restaurant ,2018/07/20 00:00:00+00,Routine Inspection,128,0,2,3,,Yes,4462
43035,51622689,American Axle Plant #6,2018/07/19 00:00:00+00,Preopening/New,122,2,2,2,,Yes,4463
42933,51622605,Asian Corned Beef,2018/07/19 00:00:00+00,Routine Inspection,127,0,5,1,,No,4464
45033,1618,Bai Mai Thai Lafayette,2018/07/19 00:00:00+00,Routine Inspection,131,1,2,7,,Yes,4465
42953,5180,Cinema Detroit,2018/07/19 00:00:00+00,Routine Inspection,114,0,0,1,,Yes,4466
45184,449,Clique Restaurant,2018/07/19 00:00:00+00,Routine Inspection,131,4,3,2,,Yes,4467
43018,51622743,Diamond Hospitality LLC,2018/07/19 00:00:00+00,Routine Inspection,126,0,1,0,,Yes,4468
42931,2816,J J's Fish and Chicken,2018/07/19 00:00:00+00,Routine Inspection,127,0,1,3,,Yes,4469
42962,2127,Kentucky Fried Chicken,2018/07/19 00:00:00+00,Routine Inspection,126,0,0,3,,Yes,4470
42927,5355,Los Chapos Restaurante Mexicano,2018/07/19 00:00:00+00,Routine Inspection,112,1,2,0,,No,4471
42930,329,Nite Cap Lounge Inc.,2018/07/19 00:00:00+00,Routine Inspection,127,0,2,0,,Yes,4472
42928,1469,Noni's Sherwood Grille,2018/07/19 00:00:00+00,Routine Inspection,112,1,0,1,,Yes,4473
42926,5078,"Papa's Pizza - JNL Pizzaria, Inc.",2018/07/19 00:00:00+00,Routine Inspection,112,0,1,3,,Yes,4474
42925,4768,Pontchartrain Hotel - Tabbacci,2018/07/19 00:00:00+00,Routine Inspection,124,2,1,0,,Yes,4475
43037,2392,Royal Grill,2018/07/19 00:00:00+00,Complaint,83,0,1,4,,Yes,4476
43016,384,Subway #66,2018/07/19 00:00:00+00,Routine Inspection,126,0,1,2,,Yes,4477
42938,3425,They Say/Dunco Holding LLC,2018/07/19 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4478
43001,51622515,4 of a Kind Catering,2018/07/18 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,4479
42915,5054,Belle Isle Krispy Crunchy Chicken,2018/07/18 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,4480
45224,4996,Children's Hospital of Michigan,2018/07/18 00:00:00+00,Routine Inspection,131,2,1,3,,Yes,4481
43000,51622555,Empire,2018/07/18 00:00:00+00,Routine Inspection,126,0,2,1,,No,4482
43106,1093,Church's Fried Chicken #456,2018/08/02 00:00:00+00,Routine Inspection,127,0,3,3,,No,4483
42936,2287,Lunchtime Neo LLC,2018/07/18 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4484
43125,4234,Mangonadas Del Barrio,2018/07/18 00:00:00+00,Routine Inspection,128,0,1,2,,No,4485
43182,1056,Tameleria Nuevo Leon,2018/07/18 00:00:00+00,Routine Inspection,128,0,0,1,,Yes,4486
42998,5421,Ali's Pizza,2018/07/17 00:00:00+00,Routine Inspection,126,1,1,0,,No,4487
42901,2813,Bogartz Food and Spirits,2018/07/17 00:00:00+00,Routine Inspection,87,0,0,6,,Yes,4488
42902,1507,Coney King Coney Island,2018/07/17 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,4489
42999,1045,GJon's Corporation,2018/07/17 00:00:00+00,Routine Inspection,126,0,1,0,,No,4490
42934,340,Little Caesar's Pizza #59,2018/07/17 00:00:00+00,Routine Inspection,127,0,2,0,,No,4491
42910,2280,Mary's Grille,2018/07/17 00:00:00+00,Routine Inspection,112,0,0,2,,Yes,4492
42929,724,McDonald's #24733,2018/07/17 00:00:00+00,Routine Inspection,127,3,0,2,,No,4493
42891,51622661,Millender Center- Applebees/IHOP,2018/07/17 00:00:00+00,Routine Inspection,124,2,2,3,,Yes,4494
42912,1510,New Taystee's Pizza,2018/07/17 00:00:00+00,Routine Inspection,112,2,4,2,,No,4495
43126,279,Pauls Pizzeria,2018/07/17 00:00:00+00,Routine Inspection,128,1,2,2,,Yes,4496
42900,1961,Subway 12011,2018/07/17 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,4497
42895,5268,The Fountain Detroit,2018/07/17 00:00:00+00,Routine Inspection,133,4,6,10,,No,4498
43003,51622580,The New Conant Street Grill,2018/07/17 00:00:00+00,Routine Inspection,126,0,1,5,,No,4499
42892,51622788,Tim Horton's #3500,2018/07/17 00:00:00+00,Routine Inspection,124,2,2,4,,Yes,4500
42893,51622764,Tres Leches 'n Snacks,2018/07/17 00:00:00+00,Plan Review/Pre-Open,133,1,0,0,,Yes,4501
45231,51622637,Jam Jomar XXV III (McDonalds #3146),2018/07/16 00:00:00+00,Routine Inspection,131,2,3,5,,Yes,4502
45263,1004,Kentucky Fried Chicken ,2018/07/16 00:00:00+00,Routine Inspection,131,1,0,1,,Yes,4503
45176,1004,Kentucky Fried Chicken ,2018/07/16 00:00:00+00,Complaint,131,1,0,0,,Yes,4504
42957,1796,Popeye's Chicken & Biscuits,2018/07/16 00:00:00+00,Routine Inspection,87,0,1,3,,Yes,4505
42888,4182,Terrace Cafe,2018/07/16 00:00:00+00,Routine Inspection,124,1,0,1,,Yes,4506
44822,51622558,Pablo Tacos,2018/07/14 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4507
43031,51622705,Brujo,2018/07/13 00:00:00+00,Preopening/New,122,1,0,0,,Yes,4508
42877,3172,Centaur Bar,2018/07/13 00:00:00+00,Routine Inspection,124,3,4,2,,No,4509
42876,4765,"Detroit Vegan Soul, LLC",2018/07/13 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4510
42878,377,Fox Theatre,2018/07/13 00:00:00+00,Routine Inspection,124,2,1,4,,Yes,4511
42909,2015,Motor City Coney & Grill,2018/07/13 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4512
42897,1796,Popeye's Chicken & Biscuits,2018/07/13 00:00:00+00,Routine Inspection,87,0,1,3,,Yes,4513
42874,2079,8 Mile Grill,2018/07/12 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,4514
45230,51622782,Fast Treats,2018/07/12 00:00:00+00,Routine Inspection,131,1,4,6,,Yes,4515
42883,3220,Hash Brown Cafe,2018/07/12 00:00:00+00,Routine Inspection,126,1,0,2,,Yes,4516
42865,4796,Horatio Williams Foundation,2018/07/12 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4517
42866,1168,Locker Room Lounge,2018/07/12 00:00:00+00,Routine Inspection,83,2,1,1,,No,4518
42884,2775,Penthouse,2018/07/12 00:00:00+00,Routine Inspection,127,1,1,0,,No,4519
42862,725,Player's,2018/07/12 00:00:00+00,Routine Inspection,126,2,0,2,,Yes,4520
42935,2714,Sala Thai,2018/07/12 00:00:00+00,Enforcement referral,87,1,0,0,,Yes,4521
42885,688,Trumpp's,2018/07/12 00:00:00+00,Routine Inspection,127,2,1,0,,No,4522
42869,3199,Detroit Fish & Shrimp III,2018/07/11 00:00:00+00,Routine Inspection,112,1,1,1,,Yes,4523
42868,2666,Kentucky Fried Chicken,2018/07/11 00:00:00+00,Routine Inspection,112,0,0,1,,Yes,4524
42867,1680,Michigan Opera Theater,2018/07/11 00:00:00+00,Routine Inspection,133,0,2,1,,No,4525
42859,1674,Nicky D's Coney Island,2018/07/11 00:00:00+00,Routine Inspection,127,4,5,2,,No,4526
42881,1379,Oscar's Coney Island #6,2018/07/11 00:00:00+00,Routine Inspection,112,3,3,1,,No,4527
42904,1450,Rattlesnake Club,2018/07/11 00:00:00+00,Routine Inspection,87,0,1,4,,Yes,4528
42858,4454,Southern Smokehouse,2018/07/11 00:00:00+00,Routine Inspection,127,1,5,6,,No,4529
42860,1577,U of Detroit Mercy-Student Cafe/Poblanos,2018/07/11 00:00:00+00,Routine Inspection,127,0,1,0,,Yes,4530
43033,51622643,Bangkok 96,2018/07/10 00:00:00+00,Preopening/New,122,0,0,1,,Yes,4531
42842,5226,Calexico,2018/07/10 00:00:00+00,Routine Inspection,133,2,4,5,,Yes,4532
43750,1084,Paradise Chop Suey,2018/07/03 00:00:00+00,Routine Inspection,131,0,2,2,,No,4533
42680,2078,Universal Coney Island,2018/06/28 00:00:00+00,Routine Inspection,127,7,6,3,,No,4534
43029,5359,Detroit Shipping Company- Bars,2018/07/10 00:00:00+00,Preopening/New,122,0,1,9,,Yes,4535
43433,5148,Detroits Finest Coney Island,2018/08/23 00:00:00+00,Routine Inspection,87,1,0,1,,Yes,4536
43305,5109,Andiamo Concert Venue,2018/08/10 00:00:00+00,Routine Inspection,124,1,2,1,,Yes,4537
43113,654,Gratiot Grill Coney Island,2018/08/02 00:00:00+00,Routine Inspection,126,1,0,3,,Yes,4538
43184,3510,Checkers #6239,2018/08/10 00:00:00+00,Routine Inspection,126,1,0,5,,Yes,4539
42809,5239,Paradise Fish & Chicken Market,2018/07/03 00:00:00+00,Routine Inspection,112,1,3,3,,No,4540
42677,2296,Wendy's Old Fashioned Hamburgers #2259,2018/06/28 00:00:00+00,Routine Inspection,127,2,0,0,,Yes,4541
42843,5103,Detroit Water Ice Factory ,2018/07/10 00:00:00+00,Routine Inspection,133,0,1,1,,No,4542
43243,2002,East Bar-Detroit,2018/08/23 00:00:00+00,Routine Inspection,87,0,1,5,,Yes,4543
43407,1882,City Pekin Chinese Food,2018/08/10 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4544
43059,651,Harbortown Pizza & Subs Inc. d/b/a Jet's,2018/08/02 00:00:00+00,Routine Inspection,87,1,1,4,,Yes,4545
42789,2823,Power Strip,2018/07/03 00:00:00+00,Routine Inspection,128,0,0,1,,Yes,4546
42702,1118,Bow Elementary School,2018/06/27 00:00:00+00,Routine Inspection,83,0,0,1,,Yes,4547
42875,878,John's Grill Coney Island,2018/07/10 00:00:00+00,Routine Inspection,112,1,1,0,,No,4548
49910,1322,Grand Trunk Pub,2018/08/23 00:00:00+00,Routine Inspection,131,3,1,4,,Yes,4549
43112,5291,Cosmic Burrito LLC,2018/08/10 00:00:00+00,Preopening/New,122,1,0,3,,Yes,4550
43765,4883,Livernois & I96 Subway Inc,2018/08/10 00:00:00+00,Routine Inspection,131,0,0,2,,Yes,4551
43179,4680,Motor City Casino - Pit Stop Bar,2018/08/10 00:00:00+00,Routine Inspection,124,0,1,1,,Yes,4552
43241,3783,Motor City Casino - Sound Board,2018/08/10 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,4553
43242,3784,Motor City Casino - Theatre Bar #2,2018/08/10 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,4554
43240,3785,Motor City Casino - Theatre Bar #3,2018/08/10 00:00:00+00,Routine Inspection,124,0,0,1,,Yes,4555
43239,3788,Motor City Casino - Theatre Bar #4,2018/08/10 00:00:00+00,Routine Inspection,124,0,2,2,,No,4556
43766,1128,Royal Grill,2018/08/10 00:00:00+00,Routine Inspection,131,3,3,4,,Yes,4557
43322,3669,Stonecrest Center,2018/08/10 00:00:00+00,Routine Inspection,126,0,0,5,,Yes,4558
43111,1731,Capuchin Kitchen,2018/08/09 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4559
43321,1213,Chili Boys (Lou's Coney Island),2018/08/09 00:00:00+00,Routine Inspection,126,3,0,3,,Yes,4560
43099,1871,Clay Super Coney Island,2018/08/09 00:00:00+00,Routine Inspection,114,2,1,5,,Yes,4561
43100,1683,Coffee Master,2018/08/09 00:00:00+00,Routine Inspection,114,0,0,2,,Yes,4562
43084,51622606,Founders Brewing Company,2018/08/09 00:00:00+00,Routine Inspection,124,2,2,1,,Yes,4563
43101,4370,"Fourteen East, LLC",2018/08/09 00:00:00+00,Routine Inspection,114,0,0,2,,Yes,4564
43614,51622772,Get Back Up Inc. East,2018/08/09 00:00:00+00,Preopening/New,122,0,0,1,,Yes,4565
43115,3195,La Cina,2018/08/09 00:00:00+00,Routine Inspection,87,1,0,0,,Yes,4566
43176,4648,Ottava Via,2018/08/09 00:00:00+00,Routine Inspection,87,0,1,1,,Yes,4567
43324,51622458,Willis Show Bar,2018/08/09 00:00:00+00,Routine Inspection,126,1,0,0,,No,4568
43096,51622560,Captain Jay's #120,2018/08/08 00:00:00+00,Routine Inspection,114,3,4,8,,No,4569
43082,1135,Detroit Marriott Main Kitchen Hotel,2018/08/08 00:00:00+00,Routine Inspection,124,1,0,4,,Yes,4570
43098,698,New China Wang,2018/08/08 00:00:00+00,Routine Inspection,114,1,0,1,,Yes,4571
43080,5406,Norma G's Detroit,2018/08/08 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4572
43097,4344,Sgt. Pepperoni's Pizzaria & Deli/GB,2018/08/08 00:00:00+00,Routine Inspection,114,0,4,6,,Yes,4573
43083,3760,Volt,2018/08/08 00:00:00+00,Routine Inspection,124,3,0,1,,No,4574
43075,51622608,Anita's Kitchen,2018/08/07 00:00:00+00,Routine Inspection,124,1,1,2,,Yes,4575
43091,4994,Harper Hutzel Hospital ,2018/08/07 00:00:00+00,Routine Inspection,114,0,0,1,,Yes,4576
43079,1104,Maison Fine Food Inc.,2018/08/07 00:00:00+00,Routine Inspection,87,0,1,1,,Yes,4577
43821,2722,Nu Wave Fish & Chicken,2018/08/07 00:00:00+00,Routine Inspection,127,1,2,5,,No,4578
43094,5192,"Papa Joe's Gourmet Market DMC, LLC",2018/08/07 00:00:00+00,Routine Inspection,114,2,3,5,,Yes,4579
43095,785,Parks Old Style Bar-B-Q ,2018/08/07 00:00:00+00,Routine Inspection,114,3,4,5,,Yes,4580
43088,513,Subway Harbortown Detroit,2018/08/07 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4581
43078,5113,Takoi,2018/08/07 00:00:00+00,Routine Inspection,87,0,2,3,,Yes,4582
43317,5032,Tasty World,2018/08/07 00:00:00+00,Routine Inspection,126,2,0,5,,No,4583
43076,3958,The District Bar and Grill,2018/08/07 00:00:00+00,Routine Inspection,124,0,2,4,,Yes,4584
43282,1388,Golightly  Career Tech,2018/08/06 00:00:00+00,Routine Inspection,87,1,0,3,,No,4585
45108,1496,McDonald's,2018/08/06 00:00:00+00,Routine Inspection,124,2,3,6,,No,4586
43077,51622630,Veggininies Paradise Cafe,2018/08/06 00:00:00+00,Complaint,87,0,1,1,,Yes,4587
43349,2467,China Wok,2018/08/04 00:00:00+00,Routine Inspection,114,3,1,8,,Yes,4588
43310,2695,Akebulan Village,2018/08/03 00:00:00+00,Routine Inspection,114,1,0,3,,Yes,4589
43061,3931,Blue Water Exploration Commissary,2018/08/03 00:00:00+00,Routine Inspection,87,1,0,0,,Yes,4590
43315,1360,Motor City Coney Island,2018/08/03 00:00:00+00,Routine Inspection,126,0,1,3,,Yes,4591
43337,5161,Southern Fire Bistro & Lounge,2018/08/03 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4592
43058,1870,Belle Isle Pizza (fka) Garalino's Pizza,2018/08/02 00:00:00+00,Routine Inspection,87,0,0,1,,Yes,4593
43835,5206,Bucharest Grill,2018/08/02 00:00:00+00,Complaint,131,0,1,0,,No,4594
43105,5424,China House ,2018/08/02 00:00:00+00,Routine Inspection,127,2,1,0,,Yes,4595
42770,51622553,Rocco's Italian Deli LLC,2018/07/03 00:00:00+00,Routine Inspection,114,1,2,2,,Yes,4596
44996,1228,Lon's Coney Island,2018/07/10 00:00:00+00,Routine Inspection,127,2,2,2,,Yes,4597
42684,5280,Capital Hook Fish & Chicken Inc,2018/06/27 00:00:00+00,Routine Inspection,127,3,7,7,,No,4598
43226,4032,London Chop House,2018/08/23 00:00:00+00,Routine Inspection,124,1,1,3,,Yes,4599
43065,3511,Ross Catering,2018/08/02 00:00:00+00,Routine Inspection,126,0,3,2,,No,4600
42886,306,"Lou's Finer Deli, Inc.",2018/07/10 00:00:00+00,Routine Inspection,127,2,2,4,,No,4601
42880,2405,Mark's A. Eagles #4 Coney Island,2018/07/10 00:00:00+00,Routine Inspection,112,1,1,2,,Yes,4602
42854,5064,Salvation Army #12,2018/07/10 00:00:00+00,Mobile Inspection,87,0,0,1,,Yes,4603
42816,434,Dairy Queen #10216,2018/06/27 00:00:00+00,Routine Inspection,128,0,1,1,,Yes,4604
42846,2655,TV Lounge,2018/07/10 00:00:00+00,Routine Inspection,131,0,6,9,,No,4605
42797,4622,Subway 51089,2018/07/03 00:00:00+00,Routine Inspection,127,0,0,2,,Yes,4606
43564,669,Lotus Gardens,2018/08/23 00:00:00+00,Routine Inspection,83,2,3,5,,Yes,4607
43304,4812,Starbucks #22169,2018/08/02 00:00:00+00,Routine Inspection,124,0,0,3,,Yes,4608
42667,4904,Gold Cash Gold,2018/06/27 00:00:00+00,Routine Inspection,87,1,0,0,,Yes,4609
43225,1405,Mariner's Inn,2018/08/23 00:00:00+00,Routine Inspection,124,1,0,2,,Yes,4610
42771,2076,The Coney Man,2018/07/03 00:00:00+00,Routine Inspection,114,1,0,4,,Yes,4611
43370,1640,University of Detroit Dental School,2018/07/10 00:00:00+00,Routine Inspection,87,0,0,3,,Yes,4612
43107,1305,Teenie's Deli Inc.,2018/08/02 00:00:00+00,Routine Inspection,127,1,1,2,,No,4613
42725,5335,Great Lakes Fish & Chicken Market,2018/06/27 00:00:00+00,Routine Inspection,126,0,2,2,,No,4614
43247,2766,Wendy's ,2018/08/23 00:00:00+00,Routine Inspection,87,1,0,1,,No,4615
42755,1816,Wendy's-Harper Hospital #797,2018/07/03 00:00:00+00,Routine Inspection,114,1,1,5,,Yes,4616
42833,3332,Chicken Shack,2018/07/09 00:00:00+00,Routine Inspection,87,0,0,2,,Yes,4617
43067,4291,Tommy's Detroit Bar and Grill,2018/08/02 00:00:00+00,Routine Inspection,124,2,1,7,,Yes,4618
42762,4941,Jolly Pumpkin Pizzeria,2018/06/27 00:00:00+00,Routine Inspection,114,1,0,2,,Yes,4619
43181,3200,Big City Grille,2018/08/22 00:00:00+00,Routine Inspection,124,3,2,4,,Yes,4620
49546,4478,Greektown Casino - Josephine's,2018/07/02 00:00:00+00,Preopening/New,122,0,0,2,,Yes,4621
42841,51622604,Eat N Out Pizza & Gelato,2018/07/09 00:00:00+00,Routine Inspection,133,1,2,2,,Yes,4622
43057,51622579,Amore Da Roma,2018/08/01 00:00:00+00,Routine Inspection,87,0,1,0,,Yes,4623
42673,1095,Jons Coney Island,2018/06/27 00:00:00+00,Routine Inspection,126,1,1,2,,Yes,4624
43248,1578,Grandy's Coney Island,2018/08/22 00:00:00+00,Routine Inspection,87,0,1,2,,Yes,4625
43264,5225,Harlem Fresh Fish & Chicken LLC,2018/07/02 00:00:00+00,Routine Inspection,131,0,2,5,,Yes,4626
42863,701,Peking Chinese Restaurant,2018/07/09 00:00:00+00,Routine Inspection,126,0,0,2,,Yes,4627
42848,3629,Salsaritas Fresh Cantina,2018/07/09 00:00:00+00,Routine Inspection,124,1,0,1,,Yes,4628
42849,3629,Salsaritas Fresh Cantina,2018/07/09 00:00:00+00,Complaint,124,1,1,0,,Yes,4629
43154,51622749,Trust Night Club,2018/07/09 00:00:00+00,Preopening/New,122,1,2,8,,Yes,4630
42947,5380,Alley Taco,2018/07/06 00:00:00+00,Routine Inspection,114,1,3,1,,No,4631
44049,3579,Brooksey's,2018/07/06 00:00:00+00,Routine Inspection,131,0,0,1,,Yes,4632
42944,1440,Campus Diner,2018/07/06 00:00:00+00,Routine Inspection,114,4,4,7,,No,4633
44052,3134,Cass Community Social Services,2018/07/06 00:00:00+00,Routine Inspection,131,0,2,6,,No,4634
42948,1044,Church's Fried Chicken #452,2018/07/06 00:00:00+00,Complaint,114,0,0,1,,Yes,4635
42810,4365,Eurest Cafe' Qzine,2018/07/06 00:00:00+00,Routine Inspection,124,1,1,2,,Yes,4636
42821,5387,Flowers of Vietnam,2018/07/06 00:00:00+00,Routine Inspection,128,0,0,2,,Yes,4637
42820,1021,Giovanni's Ristorante,2018/07/06 00:00:00+00,Routine Inspection,128,1,1,1,,Yes,4638
44050,51622564,La Nueva Sierra,2018/07/06 00:00:00+00,Routine Inspection,131,0,0,3,,Yes,4639
42828,51622615,Le Petit Dejeuner,2018/07/06 00:00:00+00,Routine Inspection,87,0,1,3,,No,4640
