number_of_lanes,fatal_count,young,deer,lighting,occupants,road_condition,speed_limit,hour,hit_and_run,most_severe_injury,red_light_running,weekday,highway_classification,crash_type,weather,alcohol,drug
0,0,0,0,1,1,1,35,16,0,5,0,7,9,1,2,0,0
2,0,0,0,1,3,2,35,7,0,4,0,4,3,4,4,0,0
3,0,0,0,1,2,1,55,17,1,5,0,6,3,8,1,0,0
2,0,0,0,1,4,1,25,9,1,3,0,3,9,10,1,0,0
3,0,1,0,4,4,2,55,23,0,3,0,1,3,5,4,0,0
4,0,0,0,1,2,1,30,19,0,5,0,3,2,5,1,0,0
3,0,1,0,1,2,1,55,8,0,5,0,5,1,5,2,0,0
2,0,0,0,6,0,8,0,7,1,5,0,6,9,8,4,0,0
1,0,0,0,1,2,1,45,17,0,5,0,3,1,5,1,0,0
1,0,0,0,1,2,1,35,11,0,5,0,4,9,4,1,0,0
4,0,0,0,1,2,1,55,7,0,5,0,2,1,5,1,0,0
2,0,0,0,1,5,1,35,20,0,5,0,6,9,8,1,0,0
4,0,0,0,1,2,1,65,8,0,5,0,3,1,5,1,0,0
8,0,0,0,1,2,1,30,17,0,5,0,4,3,5,1,0,0
4,0,0,0,4,1,1,70,3,0,4,0,7,1,1,2,1,0
0,0,0,0,1,4,2,25,15,1,3,0,1,9,1,4,0,0
4,0,0,0,1,3,2,55,17,0,5,0,5,1,5,4,0,0
3,0,0,0,1,0,1,35,15,0,5,0,5,9,8,1,0,0
4,0,1,0,4,2,1,35,21,1,5,0,4,9,10,1,0,0
4,0,0,0,1,2,1,35,17,0,5,0,4,3,5,1,0,0
4,0,0,0,4,2,1,35,21,0,2,0,2,9,3,1,0,0
4,0,0,0,1,5,2,30,9,0,4,0,6,9,4,4,0,0
2,0,1,0,1,3,1,25,18,0,4,0,1,9,5,1,0,0
5,0,0,0,1,3,2,0,15,0,4,0,7,3,1,4,0,0
4,0,0,0,1,1,2,70,19,0,4,0,1,1,1,2,0,0
4,0,0,0,1,3,1,35,17,0,5,0,5,3,7,2,0,0
3,0,1,0,1,4,2,35,11,0,5,0,7,9,8,2,0,0
2,0,1,0,1,4,1,35,17,0,5,0,7,9,4,1,0,0
2,0,1,0,1,2,1,30,16,0,5,0,7,9,5,1,0,0
3,0,0,0,4,1,1,25,1,1,5,0,7,9,8,1,0,0
2,0,0,0,1,1,1,25,18,0,4,0,7,9,1,1,0,0
3,0,0,0,1,1,2,55,6,0,5,0,1,1,1,3,0,0
0,0,0,0,4,3,1,35,22,0,5,0,7,9,5,1,0,0
2,0,0,0,1,2,2,25,11,0,5,0,6,9,8,4,0,0
0,0,0,0,1,1,1,30,14,1,5,0,6,3,5,1,0,0
3,0,0,0,1,3,1,25,15,0,5,0,3,3,8,2,0,0
0,0,0,0,1,3,1,0,7,0,4,0,7,9,4,1,0,0
2,0,1,0,1,2,1,35,15,0,4,0,7,9,4,1,0,0
4,0,0,0,1,1,2,35,17,1,5,0,2,9,9,2,0,0
4,0,1,0,1,3,1,25,10,0,4,0,4,9,4,2,0,0
2,0,1,0,4,2,1,35,18,1,5,0,6,9,9,1,0,0
2,0,0,0,6,0,8,25,18,0,5,0,2,9,8,8,0,0
3,0,0,0,2,1,2,55,5,0,4,0,6,1,1,2,0,0
6,0,1,0,1,2,1,35,18,0,5,0,5,9,4,1,0,0
2,0,0,0,4,1,1,25,10,1,5,0,7,9,0,1,0,0
0,0,0,0,1,0,1,0,15,1,5,0,4,9,8,1,0,0
5,0,0,0,1,3,1,55,10,0,5,0,2,1,8,1,0,0
1,0,1,0,1,2,1,25,12,0,5,0,7,9,8,1,0,0
2,0,0,0,4,0,1,25,23,1,5,0,7,9,5,1,0,0
2,0,0,0,1,2,3,35,12,0,5,0,3,9,8,5,0,0
4,0,0,0,1,2,1,25,13,0,5,0,7,9,8,1,0,0
4,0,1,0,1,1,1,70,14,0,5,0,7,1,1,2,0,0
2,0,1,0,4,3,1,35,20,1,5,0,5,9,5,1,0,0
3,0,1,0,1,2,2,70,14,0,3,0,4,1,1,4,0,0
3,0,1,0,4,4,2,35,0,1,5,0,7,9,4,4,0,0
2,0,0,0,4,4,1,35,22,1,4,0,1,9,5,2,0,0
4,0,0,0,1,4,1,30,20,0,3,0,6,9,5,1,0,0
4,0,0,0,4,2,1,30,22,0,4,0,7,9,10,1,0,0
2,0,1,0,1,2,1,30,15,1,4,0,2,3,8,1,0,0
2,0,0,0,1,4,1,55,13,1,5,0,2,1,5,1,0,0
3,0,0,0,2,3,1,30,23,0,5,0,5,3,9,1,0,0
3,0,0,0,4,1,2,55,23,0,5,0,4,1,1,4,0,0
7,0,0,0,1,3,1,30,15,0,5,0,4,3,8,1,0,0
4,0,0,0,5,1,1,45,10,1,5,0,7,3,8,1,0,0
6,0,0,0,1,2,2,35,16,1,5,1,6,9,4,4,0,0
2,0,1,0,1,4,1,25,9,1,3,0,6,3,4,1,0,0
2,0,0,0,1,1,1,25,11,0,5,0,4,9,0,1,0,0
5,0,0,0,1,1,2,40,16,1,4,0,6,3,5,2,0,0
2,0,0,0,1,1,2,30,15,0,3,0,4,9,1,4,0,0
7,0,1,0,1,2,2,35,17,0,5,0,6,3,3,4,0,0
2,0,0,0,4,1,1,30,20,1,5,0,7,9,5,1,0,0
4,0,0,0,1,3,2,35,10,1,4,0,2,9,5,4,0,0
2,0,1,0,4,3,1,30,1,1,5,0,7,9,5,1,1,0
2,0,0,0,1,3,1,35,15,0,5,0,4,9,8,2,0,0
3,0,1,0,1,2,1,55,17,0,4,0,3,1,8,1,0,0
4,0,1,0,4,1,1,35,2,0,4,0,7,9,1,1,0,0
1,0,0,0,1,1,8,25,16,0,5,0,1,9,4,8,0,0
3,0,0,0,1,2,2,30,9,0,5,0,5,9,8,4,0,0
3,0,1,0,5,2,1,30,21,0,5,0,2,1,5,1,0,0
7,0,1,0,1,3,1,30,9,0,5,1,3,3,8,1,0,0
2,0,0,0,1,3,1,35,15,0,5,0,5,9,8,1,0,0
2,0,0,0,1,0,1,0,17,1,5,0,2,9,10,1,0,0
3,0,0,0,4,3,2,35,22,0,5,0,6,1,5,1,0,0
2,0,1,0,1,2,0,30,16,0,2,0,6,9,4,1,0,0
4,0,0,0,4,0,2,30,2,1,5,0,5,9,1,2,0,0
2,0,1,0,1,1,1,25,16,0,3,0,7,9,1,1,0,0
2,0,0,0,1,1,1,30,8,0,5,0,3,9,1,2,0,0
1,0,0,0,1,0,1,25,14,1,5,0,7,9,8,1,0,0
5,0,1,0,1,2,1,30,16,1,3,0,7,3,4,2,0,0
4,0,1,0,1,2,4,25,11,1,5,0,2,9,4,5,0,0
3,0,1,0,1,2,2,55,15,0,5,0,4,3,5,4,0,0
0,0,0,0,4,1,1,0,1,0,4,0,7,3,0,1,0,0
3,0,1,0,1,6,2,55,6,0,5,0,2,1,8,4,0,0
1,0,1,0,1,4,2,25,7,0,5,0,4,9,4,4,0,0
2,0,1,0,1,1,1,35,18,1,2,0,1,9,6,1,0,0
1,0,0,0,4,0,1,25,1,1,5,0,2,9,5,2,0,0
2,0,1,0,1,3,1,30,14,1,5,0,2,9,4,1,0,0
4,0,0,0,4,6,1,30,21,0,5,1,1,1,4,1,0,0
4,0,0,0,1,4,2,30,16,0,4,0,7,9,3,4,0,0
2,0,0,0,1,2,1,35,9,0,5,1,3,9,4,2,0,0
3,0,1,0,1,4,1,55,16,0,5,0,5,1,5,1,0,0
3,0,1,0,1,4,1,55,16,1,4,0,6,1,5,1,0,0
2,0,0,0,1,2,2,30,18,0,4,0,6,9,4,4,0,0
7,0,0,0,4,2,1,35,5,0,3,0,4,3,3,1,0,0
6,0,0,0,1,0,1,35,20,1,4,0,7,3,1,1,0,0
3,0,1,0,4,3,1,55,2,0,4,0,6,1,8,1,1,0
4,0,0,0,1,3,1,35,8,0,5,0,4,9,5,2,0,0
4,0,0,0,3,2,1,30,22,0,5,1,6,9,3,1,0,0
0,0,0,0,1,1,1,30,4,1,5,0,5,9,6,1,0,0
2,0,1,0,4,5,1,30,9,0,3,0,1,9,4,1,0,0
4,0,1,0,1,3,2,55,18,0,5,0,2,1,5,4,0,0
4,0,0,0,1,4,1,25,19,1,5,1,3,9,4,1,0,0
4,0,0,0,0,3,1,35,9,0,5,1,1,3,4,3,0,0
6,0,0,0,1,4,1,30,13,0,5,0,5,9,1,1,0,0
2,0,1,0,1,1,1,25,11,0,5,0,5,2,8,2,0,0
2,0,0,0,1,2,2,30,9,0,5,0,5,9,8,2,0,0
4,0,0,0,1,0,1,0,17,1,5,0,1,9,1,1,0,0
2,0,0,0,1,2,2,25,15,0,5,0,4,1,4,4,0,0
3,0,0,0,3,5,2,30,0,0,4,0,6,1,8,4,0,0
6,0,0,0,1,1,1,35,10,0,5,0,5,1,1,1,0,0
2,0,0,0,4,0,1,25,23,1,5,0,1,9,10,1,0,0
6,0,0,0,1,2,1,35,12,0,5,0,6,9,5,1,0,0
3,0,0,0,1,0,1,25,7,1,5,0,4,9,2,1,0,0
7,0,0,0,1,2,1,35,13,1,4,0,6,3,5,1,0,0
6,0,0,0,4,2,1,35,19,0,5,0,3,9,4,1,0,0
2,0,0,0,6,1,8,35,4,1,5,0,4,9,4,8,0,0
3,0,0,0,4,0,1,25,4,1,5,0,1,9,8,2,0,0
4,0,0,0,1,2,2,35,10,0,5,0,2,3,8,2,0,0
2,0,0,0,1,2,1,55,8,0,5,0,4,1,8,2,0,0
2,0,0,0,2,0,2,25,6,1,5,0,7,9,1,4,0,0
4,0,1,0,1,3,1,35,15,0,5,0,6,9,7,1,0,0
4,0,0,0,1,2,1,35,16,1,5,0,7,9,10,1,0,0
2,0,0,0,1,2,1,30,15,0,5,0,6,9,4,2,0,0
1,0,0,0,1,1,2,25,14,1,5,0,6,9,9,4,0,0
1,0,1,0,1,2,1,25,13,0,5,0,1,9,4,1,0,0
2,0,0,0,4,2,1,25,21,1,5,0,3,9,2,1,0,0
2,0,0,0,1,3,2,35,11,1,4,0,4,9,5,4,0,0
4,0,1,0,5,0,1,25,0,1,5,0,1,9,5,1,0,0
4,0,0,0,4,1,1,25,0,1,5,0,6,9,9,1,0,0
3,0,0,0,1,6,1,20,20,1,5,0,7,9,8,2,0,0
4,0,1,0,2,4,8,0,19,0,4,0,7,9,4,1,0,0
2,0,1,0,1,3,1,25,11,0,5,0,1,9,4,1,0,0
2,0,0,0,1,2,2,25,14,1,5,0,4,9,4,4,0,0
3,0,0,0,1,3,2,30,10,0,4,0,4,9,5,1,0,0
2,0,0,0,1,2,1,30,7,0,5,0,3,9,5,1,0,0
2,0,0,0,1,3,1,25,15,0,4,0,5,9,1,1,0,0
3,0,0,0,1,2,1,70,13,1,5,0,1,1,8,1,0,0
0,0,0,0,1,2,1,0,11,1,5,0,1,9,4,1,0,0
4,0,0,0,1,2,1,35,9,0,5,0,4,3,10,1,0,0
4,0,0,0,1,1,2,35,17,1,5,0,6,9,4,4,0,0
3,0,1,0,4,1,2,30,1,0,4,0,4,9,1,4,0,0
2,0,0,0,1,5,2,30,6,0,5,0,4,3,5,4,0,0
4,0,0,0,4,4,1,40,19,1,5,0,7,3,5,1,0,0
2,0,1,0,1,1,1,35,14,0,5,0,1,9,5,1,0,0
4,0,0,0,2,2,2,35,6,1,5,0,5,9,8,4,0,0
0,0,0,0,1,3,8,0,18,0,4,0,3,9,5,8,0,0
5,0,0,0,1,2,2,35,15,1,4,0,1,9,4,2,0,0
2,0,0,0,5,3,1,25,2,1,5,0,5,9,5,1,0,0
3,0,0,0,1,3,2,55,18,1,4,0,2,1,5,4,0,0
4,0,0,0,1,2,2,70,17,0,5,0,5,1,5,4,0,0
2,0,0,0,3,2,2,55,20,0,5,0,4,1,8,4,0,0
2,0,0,0,1,3,1,0,16,0,5,0,5,9,10,1,0,0
2,0,1,0,4,1,1,25,22,1,5,0,7,9,5,1,0,0
3,0,0,0,1,1,2,30,15,1,5,0,5,3,8,2,0,0
3,0,1,0,1,2,2,70,8,0,5,0,5,1,8,1,0,0
3,0,0,0,1,1,1,70,16,0,4,0,3,1,1,1,0,0
2,0,1,0,1,2,1,55,16,0,5,0,3,3,8,2,0,0
4,0,0,0,1,2,2,35,8,0,4,0,6,3,5,4,0,0
3,0,0,0,4,2,1,30,0,0,5,0,3,9,4,1,0,0
2,0,0,0,1,0,1,25,15,1,5,0,7,9,4,1,0,0
2,0,0,0,1,0,1,25,17,1,5,0,2,9,4,1,0,0
3,0,0,0,4,1,1,55,22,0,5,0,4,1,1,1,0,0
4,0,0,0,4,1,1,55,0,0,5,0,4,1,1,1,0,0
2,0,0,0,1,1,1,25,19,1,5,0,1,9,4,1,0,0
3,0,0,0,1,1,1,35,10,0,5,0,6,9,1,1,0,0
3,0,0,0,0,2,1,30,8,1,5,0,2,3,8,1,0,0
5,0,0,0,4,3,1,30,21,1,3,0,3,9,2,1,0,0
4,0,0,0,4,2,1,0,3,1,4,0,6,9,5,1,0,0
2,0,0,0,1,7,2,25,7,0,5,0,6,9,8,4,0,0
2,0,0,0,1,13,1,25,15,0,5,0,2,9,8,1,0,0
3,0,0,0,4,1,1,25,22,1,5,0,6,9,10,1,0,0
2,0,0,0,1,2,2,70,17,0,5,0,5,1,5,4,0,0
2,0,0,0,1,1,1,30,11,0,5,0,6,9,4,1,0,0
1,0,0,0,1,2,1,25,17,0,5,0,1,3,4,1,0,0
2,0,0,0,4,0,2,25,0,1,5,0,2,9,10,4,0,0
2,0,0,0,4,0,2,25,2,1,5,0,5,9,2,4,0,0
4,0,1,0,1,2,1,35,15,0,4,0,3,9,3,2,0,0
3,0,1,0,1,2,2,35,17,0,5,0,5,3,5,4,0,0
4,0,0,0,4,2,2,35,3,0,4,0,4,9,4,4,0,0
3,0,1,0,4,4,1,55,21,0,4,0,1,9,5,2,0,0
8,0,0,0,4,5,1,35,22,0,4,0,6,9,4,1,1,0
4,0,0,0,4,5,1,30,21,0,5,0,3,9,5,1,0,0
2,0,1,0,1,2,2,30,12,0,5,0,4,9,4,2,0,0
3,0,0,0,1,3,1,35,5,0,5,0,6,9,9,0,0,0
2,0,0,0,4,1,2,25,2,1,5,0,7,9,5,4,0,0
4,0,1,0,1,3,2,35,15,0,5,0,1,9,3,2,0,0
3,0,0,0,1,2,1,55,6,0,5,0,3,1,8,1,0,0
4,0,0,0,1,4,1,35,14,0,5,0,1,3,10,1,0,0
8,0,0,0,4,1,2,25,22,0,5,0,6,9,1,1,0,0
3,0,0,0,1,5,1,55,16,0,4,0,4,1,5,4,0,0
4,0,0,0,1,2,1,35,9,0,4,0,3,9,2,1,0,0
4,0,0,0,1,2,2,55,16,0,5,0,2,1,1,4,0,0
4,0,0,0,1,2,1,35,16,0,5,0,3,9,4,1,0,0
3,0,0,0,2,3,2,55,6,0,5,0,4,1,8,2,0,0
4,0,0,0,1,9,1,70,17,0,4,0,3,1,5,1,1,0
4,0,1,0,5,5,2,33,4,0,5,0,6,9,10,4,0,0
1,0,0,0,2,0,1,25,5,1,5,0,7,9,5,1,0,0
3,0,0,0,1,2,2,60,11,0,5,0,4,1,5,4,0,0
2,0,1,0,1,3,1,25,7,0,5,0,3,9,8,1,0,0
5,0,1,0,0,2,0,35,12,0,3,1,1,9,4,1,0,0
4,0,0,0,4,2,1,25,2,1,5,0,2,3,3,1,0,0
4,0,0,0,1,1,1,25,18,1,5,0,3,9,9,2,0,0
2,0,0,0,4,2,2,30,20,0,5,0,4,9,8,4,0,0
5,0,1,0,4,3,1,35,22,0,5,0,3,3,5,1,0,0
1,0,0,0,4,1,1,25,21,0,5,0,4,9,4,1,0,0
0,0,0,0,4,3,2,35,20,0,5,1,6,9,8,0,0,0
5,0,0,0,1,1,0,25,6,0,4,0,1,9,1,1,1,0
0,0,0,0,1,0,1,25,15,1,5,0,3,9,10,1,0,0
2,0,1,0,4,2,1,30,2,0,5,0,1,9,4,1,0,0
4,0,0,0,1,2,1,30,17,0,5,0,3,9,8,1,0,0
3,0,1,0,1,3,1,55,14,0,5,0,6,1,5,2,0,0
6,0,1,0,1,2,2,30,7,0,5,1,4,9,4,4,0,0
6,0,1,0,4,5,1,35,20,0,5,0,6,3,8,2,0,0
1,0,0,0,1,0,1,25,11,1,5,0,2,9,10,1,0,0
3,0,1,0,1,3,2,55,18,0,4,0,2,1,5,2,0,0
2,0,1,0,1,4,1,35,16,0,4,1,4,9,4,2,0,0
2,0,0,0,1,1,1,25,14,1,5,0,3,9,8,2,0,0
2,0,1,0,4,3,1,30,2,0,5,0,1,9,5,1,0,0
4,0,0,0,6,0,8,30,12,0,5,0,5,9,4,8,0,0
3,0,0,0,1,3,2,30,4,0,5,0,4,1,10,2,0,0
0,0,0,0,4,4,1,0,21,0,5,0,4,9,5,1,0,0
2,0,0,0,1,1,1,25,16,0,3,0,1,9,2,1,0,0
2,0,0,0,1,3,1,25,14,1,5,0,4,9,8,1,0,0
2,0,0,0,3,0,1,25,2,1,5,0,7,9,0,1,0,0
2,0,0,0,4,1,1,35,18,1,5,0,6,9,5,1,0,0
0,0,0,0,1,2,1,0,13,1,5,0,4,9,2,1,0,0
0,0,0,0,1,4,8,30,2,0,5,0,1,9,4,0,0,0
4,0,0,0,4,4,1,35,18,0,4,0,5,9,4,1,0,0
3,0,1,0,1,2,2,55,12,0,5,0,4,1,8,4,0,0
4,0,1,0,1,4,1,30,17,0,5,0,3,9,5,1,0,0
2,0,0,0,0,2,8,30,22,1,5,0,7,9,5,8,0,0
4,0,1,0,1,2,2,70,17,0,5,0,2,1,5,4,0,0
2,0,1,0,3,7,1,30,20,0,5,0,4,9,5,1,0,0
0,0,0,0,1,2,2,35,16,0,5,0,1,2,3,4,0,0
4,0,1,0,5,2,1,35,4,0,3,0,5,9,1,1,0,0
4,0,1,0,1,2,1,25,13,0,5,0,4,9,8,1,0,0
4,0,0,0,1,3,1,35,11,0,5,0,6,9,8,1,0,0
1,0,0,0,1,16,1,15,10,1,5,0,1,3,5,1,0,0
4,0,1,0,1,3,2,35,11,0,5,0,6,3,4,2,0,0
2,0,0,0,1,2,1,30,12,1,5,1,3,9,4,1,0,0
6,0,1,0,4,4,1,30,2,0,5,0,2,9,8,1,0,0
1,0,0,0,4,0,1,25,21,1,5,0,5,9,10,0,0,0
2,0,1,0,1,4,1,25,19,0,4,0,5,9,4,1,0,0
3,0,0,0,4,2,2,30,20,1,5,0,2,9,9,1,0,0
3,0,1,0,1,1,1,55,13,0,5,0,5,3,1,1,0,0
4,0,1,0,1,4,1,35,18,0,5,0,6,9,8,1,0,0
2,0,0,0,1,2,1,35,10,0,5,1,6,3,4,1,0,0
4,0,1,0,1,2,1,45,15,1,5,0,4,3,5,2,0,0
3,0,0,0,1,3,1,35,11,0,4,0,6,9,5,1,0,0
0,0,1,0,1,2,1,0,13,0,5,0,4,3,4,2,0,0
4,0,0,0,4,3,8,0,22,1,4,0,2,3,4,1,0,0
5,0,0,0,4,2,2,30,21,0,5,0,4,9,5,4,0,0
2,0,0,0,1,1,8,35,14,1,5,0,5,9,8,1,0,0
3,0,0,0,1,2,1,45,7,0,5,0,5,3,5,1,0,0
3,0,1,0,1,2,2,55,18,1,4,0,2,1,8,2,0,0
1,0,0,0,4,3,1,25,0,1,5,0,2,9,8,1,0,0
2,0,0,0,1,2,1,35,14,1,5,0,7,9,9,2,0,0
2,0,0,0,4,0,1,25,21,1,5,0,2,9,9,1,0,0
2,0,1,0,1,2,2,35,16,0,4,0,7,9,8,2,0,0
2,0,0,0,1,2,1,25,17,1,5,0,7,9,10,1,0,0
2,0,0,0,1,5,2,30,8,1,5,0,6,9,9,4,0,0
2,0,0,0,1,2,2,55,7,0,5,0,5,9,5,4,0,0
2,0,0,0,1,2,1,35,16,1,3,0,2,9,7,1,0,0
4,0,0,0,1,2,2,35,8,0,5,0,6,9,2,4,0,0
0,0,1,0,1,3,1,0,17,0,5,0,5,9,5,1,0,0
4,0,0,0,4,4,2,30,21,0,5,0,4,9,5,4,0,0
3,0,1,0,1,2,1,35,17,0,2,0,1,9,1,1,0,0
2,0,0,0,1,0,1,25,18,1,5,0,5,9,8,1,0,0
4,0,0,0,4,6,1,35,22,0,4,0,4,9,3,2,0,0
2,0,0,0,4,0,1,25,22,1,5,0,6,9,4,1,0,0
5,0,0,0,1,2,2,70,10,0,5,0,1,1,1,4,0,0
3,0,1,0,5,2,2,55,21,0,5,0,4,1,1,4,0,0
3,0,0,0,1,3,1,25,12,0,5,0,3,9,8,1,0,0
5,0,0,0,4,1,8,35,22,1,5,0,5,9,9,8,0,0
3,0,0,0,1,2,2,35,13,0,5,0,2,9,8,4,0,0
3,0,1,0,4,2,1,55,0,0,2,0,5,1,1,2,0,0
4,0,0,0,1,2,1,0,10,0,5,0,6,9,8,1,0,0
3,0,1,0,4,2,2,30,2,0,5,0,5,3,5,4,0,0
4,0,0,0,1,5,1,0,11,1,5,0,5,9,5,1,0,0
2,0,0,0,1,6,1,35,19,0,4,0,6,9,2,1,0,0
3,0,1,0,1,2,2,55,18,0,4,0,2,1,5,4,0,0
4,0,1,0,1,2,2,55,10,0,5,0,4,1,10,4,0,0
5,0,0,0,1,2,1,30,12,0,5,0,6,4,4,2,0,0
3,0,1,0,1,2,2,55,8,0,5,0,7,1,1,4,0,0
4,0,1,0,1,2,1,55,16,0,5,0,5,1,9,1,0,0
4,0,1,0,1,1,1,35,14,1,3,1,3,9,3,1,0,0
7,0,0,0,1,2,1,35,17,0,5,0,7,3,5,2,0,0
4,0,0,0,1,2,1,35,16,0,5,0,5,9,5,1,0,0
4,0,1,0,1,6,1,35,15,0,5,1,3,3,3,1,0,0
2,0,0,0,1,2,1,25,14,0,4,0,5,9,4,1,0,0
2,0,1,0,4,4,2,25,22,1,3,0,7,9,10,4,0,0
4,0,0,0,1,2,1,55,17,0,4,0,4,1,5,1,0,0
3,0,0,0,1,1,1,55,11,0,4,0,5,3,1,1,0,0
3,0,1,0,1,3,2,55,15,0,5,0,4,1,5,4,0,0
6,0,0,0,1,4,2,30,18,0,5,1,7,9,4,4,1,0
0,0,1,0,1,1,2,0,17,1,5,0,3,9,10,4,0,0
2,0,1,0,1,6,1,30,20,0,5,0,3,9,8,1,0,0
4,0,1,0,1,2,1,70,8,0,5,0,5,3,5,1,0,0
2,0,0,0,1,2,1,35,9,0,3,0,3,9,4,1,0,0
2,0,0,0,4,0,1,25,4,1,5,0,2,9,10,1,0,0
2,0,1,0,1,2,1,20,9,0,5,0,4,9,5,1,0,0
8,0,1,0,3,2,1,35,20,0,5,0,4,9,5,1,0,0
2,0,0,0,1,1,1,15,10,0,5,0,4,3,10,1,0,0
0,0,1,0,1,2,1,55,15,0,5,0,4,1,5,2,0,0
3,0,0,0,1,3,2,55,10,0,5,0,1,1,8,4,0,0
2,0,0,0,4,2,1,35,1,0,5,0,7,3,5,1,0,0
2,0,1,0,4,1,1,25,22,1,5,0,5,9,9,1,0,0
6,0,0,0,1,2,1,35,13,0,5,0,7,3,8,1,0,0
3,0,1,0,1,1,2,55,7,0,5,0,1,1,1,4,0,0
4,0,0,0,1,2,1,35,17,0,5,1,4,9,4,1,0,0
6,0,0,0,1,4,1,30,12,0,4,0,3,9,7,1,0,0
3,0,0,1,1,1,1,55,9,0,5,0,6,3,1,1,0,0
2,0,0,0,1,2,2,30,16,0,5,0,2,9,4,4,0,0
3,0,0,0,0,1,0,55,10,0,5,0,6,1,1,4,0,0
2,0,0,0,1,0,1,25,19,1,5,0,2,9,2,1,0,0
6,0,0,0,1,3,1,35,11,0,5,0,7,3,5,1,0,0
1,0,0,0,4,1,1,25,1,1,5,0,5,9,1,1,0,0
3,0,0,0,4,2,1,70,0,0,5,0,7,1,1,2,0,0
4,0,0,0,4,1,1,55,0,0,4,0,2,1,1,1,0,0
3,0,0,0,1,2,1,55,2,0,4,0,7,1,5,1,0,0
4,0,0,0,1,5,1,35,10,0,5,0,1,3,3,2,0,0
5,0,1,0,1,2,1,45,17,0,5,0,2,3,4,1,0,0
0,0,1,0,1,2,1,35,15,0,5,0,1,9,3,1,0,0
4,0,0,0,1,3,2,30,14,1,5,0,2,9,5,4,0,0
7,0,0,0,3,3,2,35,20,0,5,0,4,3,5,1,0,0
1,0,0,0,1,1,1,15,9,1,5,0,4,9,9,1,0,0
0,0,0,0,1,2,1,0,10,0,5,0,4,9,5,1,0,0
6,0,0,0,1,1,1,45,19,0,5,0,7,3,1,1,0,0
3,0,1,0,1,2,1,30,14,0,5,0,6,9,4,1,0,0
4,0,0,0,1,1,1,40,15,1,4,0,2,9,5,2,0,0
4,0,0,0,1,1,1,55,9,0,5,0,5,1,1,2,0,0
4,0,0,0,5,2,1,0,2,0,5,0,2,9,9,1,0,0
3,0,0,0,1,2,1,35,16,0,5,0,4,9,9,1,0,0
4,0,1,0,1,2,1,35,13,0,5,0,3,9,3,1,0,0
2,0,0,0,1,1,1,25,19,0,2,0,7,9,10,1,0,0
9,0,0,0,1,3,1,0,17,0,5,0,1,9,10,1,0,0
4,0,1,0,1,4,1,30,11,0,5,0,1,9,4,2,0,0
0,0,0,0,1,0,1,0,16,0,5,0,6,9,10,1,0,0
2,0,0,0,1,4,1,30,14,0,4,0,6,9,4,1,0,0
4,0,0,0,4,2,1,30,1,1,5,0,3,9,5,1,0,0
8,0,1,0,1,4,1,35,16,0,5,0,3,3,8,1,0,0
7,0,1,0,1,1,1,35,14,1,5,0,1,9,4,1,0,0
1,0,0,0,6,2,2,30,3,1,5,1,1,9,4,1,0,0
2,0,1,0,4,1,8,25,22,1,5,0,6,9,10,8,0,0
3,0,0,0,1,2,1,70,8,0,5,0,6,1,5,1,0,0
3,0,1,0,4,5,2,55,0,0,4,0,7,3,5,4,0,0
3,0,0,0,4,1,1,55,23,1,5,0,3,1,5,1,0,0
1,0,0,0,4,0,1,95,20,1,5,0,4,9,8,1,0,0
1,0,0,0,1,0,1,35,17,1,3,0,3,9,1,1,0,0
4,0,0,0,1,6,1,35,13,0,4,0,5,9,5,1,0,0
5,0,0,0,1,3,1,30,13,0,5,0,6,3,5,1,0,0
2,0,0,0,1,2,1,35,8,0,5,0,3,7,4,1,0,0
1,0,0,0,1,1,2,25,15,1,5,0,6,9,8,4,0,0
2,0,0,0,1,2,1,25,12,0,5,0,3,9,9,1,0,0
1,0,0,0,1,4,1,25,13,0,5,0,6,9,6,1,0,0
2,0,1,0,1,2,1,25,8,0,5,0,3,9,4,1,0,0
1,0,0,0,1,2,1,55,16,0,5,0,7,1,8,2,0,0
3,0,0,0,1,1,1,25,14,0,5,0,4,9,8,1,0,0
1,0,1,0,1,3,2,25,13,0,5,0,2,9,4,5,0,0
4,0,0,0,1,10,1,30,16,0,4,0,7,9,5,1,0,0
2,0,1,0,4,6,3,25,3,0,5,0,7,9,10,1,0,0
4,0,0,0,4,2,1,35,22,1,4,0,5,3,4,1,0,0
4,0,0,0,4,1,1,30,4,1,5,0,1,9,4,1,0,0
0,0,1,0,1,2,8,0,13,0,5,0,4,9,2,8,0,0
3,0,0,0,1,4,1,30,13,0,5,0,4,9,4,2,0,0
2,0,0,0,3,1,1,15,19,0,5,0,1,9,4,1,0,0
4,0,0,0,1,2,1,25,11,0,5,0,5,9,4,1,0,0
4,0,0,0,1,3,1,35,17,0,4,0,7,9,4,1,1,0
2,0,0,0,6,0,1,25,12,1,5,0,1,3,10,8,0,0
3,0,0,0,1,2,1,55,12,1,4,0,3,1,5,1,0,0
5,0,0,0,1,4,1,30,16,0,5,0,3,9,4,1,0,0
2,0,1,0,1,4,1,30,18,0,5,0,5,9,8,1,0,0
3,0,0,0,1,3,2,25,11,1,5,0,6,9,6,4,0,0
2,0,0,0,1,3,1,25,15,1,5,0,7,9,8,1,0,0
3,0,0,0,1,2,1,30,7,0,5,0,3,9,5,1,0,0
0,0,0,0,1,3,1,0,17,1,4,0,5,3,5,1,0,0
